id,created_at,updated_at,food_id,name,unit_code,grams
73f94e28-0445-5862-ac22-33ba2fde3cec,,,e06938a0-80e5-5db3-9a03-3dc4534723ff,100g phần,GRAM,100.0
7181ab28-e918-5f1b-b370-0d5cb4ea0184,,,e06938a0-80e5-5db3-9a03-3dc4534723ff,2 oz,GRAM,56.0
4474b37c-c6a9-55bd-a7c2-7b2a2a7abdac,,,73ad43c9-c0f4-51d7-8681-40a31c744763,100g phần,GRAM,100.0
c53a6a24-2b98-5d4f-8826-bd381e18b1ea,,,73ad43c9-c0f4-51d7-8681-40a31c744763,1 cup,GRAM,140.0
8ee75cb8-69d3-5849-a58a-8969439e07e2,,,011677df-b7c0-5cd9-b265-3fb24bca459a,100g phần,GRAM,100.0
ac141925-8f79-520c-b336-0aa0811a9940,,,011677df-b7c0-5cd9-b265-3fb24bca459a,2 oz,GRAM,56.0
7a344575-f210-5231-9582-62cdfb066ed2,,,9e8acd64-403b-55cf-8051-d539548bc741,100g phần,GRAM,100.0
72f6b92b-c662-50e9-b064-93454962d2f3,,,9e8acd64-403b-55cf-8051-d539548bc741,1 cup,GRAM,140.0
eb10a715-2a7f-51e2-bcdd-3930360bcbd3,,,e74671c7-d67c-53da-8803-a62617d23c4f,100g phần,GRAM,100.0
df33ba37-f516-5962-af97-768ebd1ff55a,,,e74671c7-d67c-53da-8803-a62617d23c4f,2 oz,GRAM,56.0
40140f35-9c18-5c36-9692-cd359d017d62,,,e82246cd-913c-57de-aec5-dde5d9df2748,100g phần,GRAM,100.0
3ff0488b-b8b0-5abf-ae76-705545e43dd4,,,e82246cd-913c-57de-aec5-dde5d9df2748,1 cup,GRAM,250.0
e93fdc83-ee95-543d-af4f-309c52d41170,,,018df77f-f8e8-52f6-86d5-98c724650c4c,100g phần,GRAM,100.0
72434788-a13a-5c16-96d1-5eb5ac7dc6c8,,,018df77f-f8e8-52f6-86d5-98c724650c4c,2 oz,GRAM,56.0
a1a730db-4fda-50d6-b873-563531c4a6bf,,,c3184c69-4f2b-5776-bb0b-57598caccc0b,100g phần,GRAM,100.0
b989d376-ba34-51b5-b33d-056c897086e4,,,c3184c69-4f2b-5776-bb0b-57598caccc0b,1 slice,GRAM,250.0
bcaaad7a-e1df-5ee1-8cfa-35a7cc88d6c1,,,5b84bd31-4c0e-588a-b722-937c42163dae,100g phần,GRAM,100.0
38b8652a-d2eb-5ed6-8d7d-0926dd3eb0c3,,,5b84bd31-4c0e-588a-b722-937c42163dae,1 cup,GRAM,250.0
7d7c4c26-a536-5638-87a4-72b710cca348,,,f6998914-5e9a-53dd-97d0-f99afeb7ec3f,100g phần,GRAM,100.0
13269132-8e0b-5ad9-9d7f-472cfbc509d5,,,f6998914-5e9a-53dd-97d0-f99afeb7ec3f,1 cup,GRAM,127.0
93674813-0a2a-5a93-8c6c-926cc5b5358c,,,65c44453-a905-54ae-8d13-497bb5333ad8,100g phần,GRAM,100.0
f2f63528-ca33-560e-8a5b-0c83c58c9c72,,,65c44453-a905-54ae-8d13-497bb5333ad8,5.3 oz,GRAM,150.0
78c52aad-d908-58de-bd57-ebb2700a718e,,,db41597a-5c10-5b64-8bf6-85cd75c4e811,100g phần,GRAM,100.0
ea62526c-bed6-5b74-be22-2e50a2ec4e30,,,db41597a-5c10-5b64-8bf6-85cd75c4e811,1 cup,GRAM,200.0
161debef-9432-5a3d-a4c1-3abb6c4f5511,,,cb2b9f8c-db52-53d8-b022-50470ef40f60,100g phần,GRAM,100.0
8375b242-0686-50af-9432-6cbc2449bf77,,,cb2b9f8c-db52-53d8-b022-50470ef40f60,2 oz,GRAM,56.0
f262cc96-a569-5c80-b712-82ab90da8663,,,86901d02-9f38-5a9a-9a0c-e0dff0840aff,100g phần,GRAM,100.0
3cca68c1-d9b8-5fee-9ae8-c5fe26ecd4d6,,,86901d02-9f38-5a9a-9a0c-e0dff0840aff,2 oz,GRAM,57.0
d513c240-f15e-53bc-b67e-1ce24e4e20c2,,,9f715418-e0f8-5316-9777-2acb515adf75,100g phần,GRAM,100.0
93995c09-6394-5b13-a10d-b012831d3e98,,,9f715418-e0f8-5316-9777-2acb515adf75,1 cup,GRAM,140.0
