id,created_at,updated_at,food_id,name,unit_code,grams
25ca5b10-0133-5e85-a91b-ee273daab1a1,,,6ab29183-e345-5e7b-95cc-7e0880e0a150,100g phần,GRAM,100.0
c7d039c3-82a4-56f4-9634-2705517e5d5b,,,6ab29183-e345-5e7b-95cc-7e0880e0a150,5.3 oz,GRAM,150.0
7c1e733e-00e2-5ca0-bbed-1b45f0a61d5c,,,284ede16-c09c-5b88-9ad7-07f3e14a5ce4,100g phần,GRAM,100.0
eb01c0d9-67ee-5a15-ac56-b25967b434b9,,,284ede16-c09c-5b88-9ad7-07f3e14a5ce4,1 medium,GRAM,110.0
42d3c184-0add-5d51-af84-c8f906504cce,,,2850ee93-e468-5de7-a128-053c2f58d89b,100g phần,GRAM,100.0
6ff7f365-2781-5157-b67e-bac45724f6c0,,,2850ee93-e468-5de7-a128-053c2f58d89b,1 medium,GRAM,150.0
8fc879bc-7298-5f82-93de-9d3e50f3b5b0,,,89e01552-3f29-531b-af7f-8dc477507e40,100g phần,GRAM,100.0
cf5bd858-7de6-5ceb-81ef-20c6f08579f0,,,89e01552-3f29-531b-af7f-8dc477507e40,4 oz,GRAM,110.0
096bdd73-9f91-5e0d-aaa1-7c77502ca3f7,,,d730bc16-6e2a-5ea5-bdfb-cade029fb166,100g phần,GRAM,100.0
37af35b8-84ce-5dbd-967f-9fc9fb2d4499,,,d730bc16-6e2a-5ea5-bdfb-cade029fb166,0.5 cup,GRAM,80.0
1ffe648b-30d9-52d9-a4d4-96119c5cf7e2,,,0ed2dbfb-1a0a-5bbd-a9d1-aabb5882e7f0,100g phần,GRAM,100.0
a14091ac-b43f-5d79-b4db-3d958e806b90,,,0ed2dbfb-1a0a-5bbd-a9d1-aabb5882e7f0,0.25 cup,GRAM,50.0
e2d8a82d-71bb-5d04-9666-07ad808136c6,,,d2568cf5-05b3-5c48-932b-18b21a55e0bb,100g phần,GRAM,100.0
5a2e35af-d7d6-5fb1-9192-20588fc05cb3,,,d2568cf5-05b3-5c48-932b-18b21a55e0bb,2 tbsp,GRAM,30.0
efd0f742-883e-5b34-a138-afe07c214aee,,,80e32933-423b-5571-98f1-4bdf5c896318,100g phần,GRAM,100.0
8a0e2749-baea-5348-b719-6604a1cae920,,,80e32933-423b-5571-98f1-4bdf5c896318,1 cup,GRAM,70.0
a804400b-05aa-59fd-84b4-218319d5f90b,,,f9ac63b0-53d1-57ab-8e97-8d0e55b82356,100g phần,GRAM,100.0
575fd6aa-cab0-5dee-82de-87835b41e10a,,,f9ac63b0-53d1-57ab-8e97-8d0e55b82356,0.25 cup,GRAM,50.0
e1bcdff0-7080-57df-91ea-0bc5a2a6cac1,,,e40af116-ab35-5724-8acb-30d9a5b4b46f,100g phần,GRAM,100.0
bf56c91e-b702-5886-a1a5-15be50ac16da,,,e40af116-ab35-5724-8acb-30d9a5b4b46f,0.5 cup,GRAM,130.0
3093b094-a65f-5f95-b9b2-b0106a1e1b31,,,7135bbe7-97b0-5f59-ae46-3c73c664997f,100g phần,GRAM,100.0
80d29af6-4701-5e08-94a6-68e73e446b19,,,7135bbe7-97b0-5f59-ae46-3c73c664997f,1 cup,GRAM,87.0
3f77c464-2a13-5c6b-b9d3-d86e2800b94b,,,d3a704e9-22ba-54b1-92e4-6e4e74a5f37f,100g phần,GRAM,100.0
e6ab16a2-8fb5-55c5-8090-8a7fdf90c3da,,,d3a704e9-22ba-54b1-92e4-6e4e74a5f37f,1 oz,GRAM,28.0
95aea500-8da0-5378-bca8-eaf50e36964f,,,5cd59652-2c0b-5bdc-b9f2-2a457d9c6548,100g phần,GRAM,100.0
501b914b-e730-50e9-a684-28a7ccfb3c67,,,5cd59652-2c0b-5bdc-b9f2-2a457d9c6548,1 cup,GRAM,82.0
5f6b0cb2-1c21-59eb-80c8-c0f71982589a,,,badeb2ad-c7a8-507f-afca-f6798b8f8824,100g phần,GRAM,100.0
d1812c65-6c52-59b9-93ae-1981e9cfb939,,,badeb2ad-c7a8-507f-afca-f6798b8f8824,1 cup,GRAM,135.0
