id,created_at,updated_at,food_id,name,unit_code,grams
b41b8dfe-3b86-5d22-b770-6206d205f231,,,4bc7d59e-5acc-568e-941f-b5b4bfa09b5c,100g phần,GRAM,100.0
14432c76-0d2c-5ae2-b034-70d26b862260,,,4bc7d59e-5acc-568e-941f-b5b4bfa09b5c,1 cup,GRAM,160.0
d6e0f58e-d7a4-5b25-b0be-0afd3226c574,,,5834f785-5a93-58d2-9dc0-e00003f22edf,100g phần,GRAM,100.0
f304c57f-de54-5ff3-a5d2-dca8825c29ca,,,5834f785-5a93-58d2-9dc0-e00003f22edf,1.5 cup,GRAM,378.0
835ae659-4b95-5208-a10d-f54587fe1e2c,,,6bd56093-4d94-5182-87fa-538b13949e53,100g phần,GRAM,100.0
a19b251b-0d22-5dd8-bb84-7d1661a7204c,,,6bd56093-4d94-5182-87fa-538b13949e53,0.25 cup,GRAM,45.0
0d09e372-b810-599d-a3b9-930521c44f52,,,d0ee056e-6159-5381-abae-b77264bdff8f,100g phần,GRAM,100.0
badbd733-a11a-5b3a-9b57-2134788ed3d1,,,d0ee056e-6159-5381-abae-b77264bdff8f,0.25 cup,GRAM,45.0
be65107b-80ff-5156-a4d7-0e64bbe75d56,,,efc0fbbd-9275-5bb2-b34d-c228534dd92d,100g phần,GRAM,100.0
fd4fa3ae-ca15-50cb-8753-843131870f73,,,efc0fbbd-9275-5bb2-b34d-c228534dd92d,0.25 cup,GRAM,50.0
12e250ae-8678-5271-b9c6-603c77dc246b,,,833217ea-292f-5a23-85bf-075f2d910234,100g phần,GRAM,100.0
c6191758-e4c5-5103-9b93-4ffbe435ef0b,,,833217ea-292f-5a23-85bf-075f2d910234,0.5 cup,GRAM,40.0
6a0647eb-fef8-55fd-97d9-8971f348ecea,,,1e7ff27e-b4ff-58ae-bd35-40e43d6be539,100g phần,GRAM,100.0
0d0deab3-8dc8-50d8-a3cb-975e907fd772,,,1e7ff27e-b4ff-58ae-bd35-40e43d6be539,0.5 cup,GRAM,40.0
0fb51ee0-2b89-53c1-83aa-592274fb7082,,,aaa1a598-f2d9-51de-ad6c-ea04a9a41661,100g phần,GRAM,100.0
d29b167c-85d1-5da8-9c7e-5659ea6cb8d4,,,aaa1a598-f2d9-51de-ad6c-ea04a9a41661,1 cup,GRAM,234.0
c7f49b8a-72c0-5013-9b7c-c80a3f92c2f6,,,c4262c93-fe3a-5edf-8938-4fa484f22758,100g phần,GRAM,100.0
27e12e92-aaa8-5f05-92a5-36ae71bd24a9,,,c4262c93-fe3a-5edf-8938-4fa484f22758,1 cup,GRAM,167.0
5410681f-2c56-5c2f-bd4d-fe5cb2b6d7ca,,,3c053952-194a-5cee-a709-9b7daef5135f,100g phần,GRAM,100.0
d2ec102b-113e-55a6-9132-f14382a22d30,,,3c053952-194a-5cee-a709-9b7daef5135f,0.25 cup,GRAM,30.0
da5321a8-6050-5b4f-9169-2cd197a537ed,,,ae8e711e-ac06-5db7-bce3-d6e7929eb9cf,100g phần,GRAM,100.0
d372be59-2ff0-56f2-8a9f-b337f937f4fe,,,ae8e711e-ac06-5db7-bce3-d6e7929eb9cf,1 cup,GRAM,30.0
c2159315-39fc-5435-9769-303ccd42c101,,,2f27eb9c-3fa8-5f5f-a2b1-2134cdadd8f6,100g phần,GRAM,100.0
cf5ce98c-e709-5c0c-b234-224447452858,,,2f27eb9c-3fa8-5f5f-a2b1-2134cdadd8f6,0.25 cup,GRAM,45.0
4a835499-d359-52fd-a81c-daa91bca9001,,,9f9ddc5a-b14f-57c5-9c3b-a8003d3078ef,100g phần,GRAM,100.0
c7caf2c5-b465-56d8-bf39-2b9c72ef3b4c,,,9f9ddc5a-b14f-57c5-9c3b-a8003d3078ef,1 cup,GRAM,28.0
605832ef-46ac-51cf-bc60-8fd045fefbd2,,,5587baab-a796-54a3-96bd-f2b53c61e767,100g phần,GRAM,100.0
565821d2-35f6-59c7-857e-70dceee827fd,,,5587baab-a796-54a3-96bd-f2b53c61e767,1 cup,GRAM,125.0
94a98db9-8012-51e9-a4f9-7237facd3bff,,,8608f003-ef9b-5ee8-a459-5de5daaae155,100g phần,GRAM,100.0
e5bd11fb-e7e4-5b65-ba6d-56dc5c0fd333,,,8608f003-ef9b-5ee8-a459-5de5daaae155,1 cup,GRAM,234.0
06b56398-ecd4-5e45-8525-5ce2a9a26019,,,2b081a5d-5938-55a0-ba93-b4b05ab6d797,100g phần,GRAM,100.0
bdf7e874-0069-59c7-80a7-5307ca1b073f,,,2b081a5d-5938-55a0-ba93-b4b05ab6d797,1 slice,GRAM,30.0
1e242f78-35e1-5fa6-b336-2b4c9a59ede6,,,a6db5f3b-8e35-5a9c-96e1-1cf8dec212aa,100g phần,GRAM,100.0
92f69306-d999-5179-ab3c-0347f3178c43,,,a6db5f3b-8e35-5a9c-96e1-1cf8dec212aa,0.25 cup,GRAM,45.0
633c51bd-a9c0-5b2c-85de-82a3f1899f4e,,,89f3f10d-6eaf-5738-b1e5-95f9327441a9,100g phần,GRAM,100.0
b3594528-5551-5a7f-86de-db1f700f6e5f,,,89f3f10d-6eaf-5738-b1e5-95f9327441a9,0.5 cup,GRAM,40.0
9f2b121b-894d-56a2-baa4-e68f44b9ef23,,,3057a4d6-1810-5da4-86b3-b77cf0188cf9,100g phần,GRAM,100.0
b485b71d-fe2b-55f0-97ec-01a347153915,,,3057a4d6-1810-5da4-86b3-b77cf0188cf9,1 slice,GRAM,30.0
9acc88e4-bc8c-5607-8273-1b35b47868f6,,,59fe23ce-dac1-597d-b749-9d70eb5e6dea,100g phần,GRAM,100.0
1f335fcf-1b7b-532e-9698-ac40c37c5bf4,,,59fe23ce-dac1-597d-b749-9d70eb5e6dea,0.25 cup,GRAM,45.0
bad5299a-ef78-5e8a-be02-20f784be8d9e,,,464934d8-c69e-5aa5-8228-a54c7379147d,100g phần,GRAM,100.0
d2dce9f8-ed20-5bb1-9a75-9bd724aebc51,,,464934d8-c69e-5aa5-8228-a54c7379147d,1 packet,GRAM,50.0
254fc5b2-d23e-5ef7-8b54-fb360f559f15,,,82d23d25-d5b4-5091-b60c-4c7c71b950e0,100g phần,GRAM,100.0
07c8a370-e1f2-59c4-98e0-c8fc4b9dbf6b,,,82d23d25-d5b4-5091-b60c-4c7c71b950e0,1 cup,GRAM,28.0
c91708f3-8ef2-5457-824b-524289edd910,,,b9a2a5a6-ae63-514f-b8b1-de1b3e665966,100g phần,GRAM,100.0
04ccee6d-35f6-5c2f-aa3d-317406bcaaad,,,b9a2a5a6-ae63-514f-b8b1-de1b3e665966,1 tortilla,GRAM,45.0
41336e1e-8599-56f3-a501-c5b8b741f567,,,26ac7105-50f4-55c2-ad6c-436bdae51463,100g phần,GRAM,100.0
81ff6ff0-442e-5295-9499-8313b42a4ddd,,,26ac7105-50f4-55c2-ad6c-436bdae51463,2 biscuit,GRAM,75.0
0ad315e1-b9b3-5d0a-afee-a01af97cba9e,,,08729ed5-1095-55a7-a7c5-783f43b6e9ef,100g phần,GRAM,100.0
9388cd13-b9c6-55d4-855e-a1976d8488a4,,,08729ed5-1095-55a7-a7c5-783f43b6e9ef,1 slice,GRAM,30.0
1c2dc58f-5d86-5939-bef4-00bd6b984ba4,,,1ddcd37d-55a4-5fa7-9d82-a367160986fd,100g phần,GRAM,100.0
31d4bdac-ae99-5d6f-bbd6-6a87264de328,,,1ddcd37d-55a4-5fa7-9d82-a367160986fd,1 plate,GRAM,300.0
13778c01-a9a9-5110-8933-c0201f8687d8,,,9b82e6ba-bbd2-57fd-b5ce-6092196c075d,100g phần,GRAM,100.0
22cf9c49-35ca-5b2c-b5ac-cb2ff15fa348,,,9b82e6ba-bbd2-57fd-b5ce-6092196c075d,1 roll,GRAM,50.0
1ab97a70-d285-5f00-b9c4-d217547a3230,,,346bfba5-40f6-5d9a-a29f-42b219258933,100g phần,GRAM,100.0
28e8f3fd-d9dc-5145-9c70-1060186d555c,,,346bfba5-40f6-5d9a-a29f-42b219258933,1 bagel,GRAM,105.0
e9c9fdd6-b0c4-5b64-9f16-7fa3ae35f829,,,461df4c6-c69a-5648-b462-5ee66ead3a67,100g phần,GRAM,100.0
11bd4206-e8f1-58d0-9f05-07b35d739324,,,461df4c6-c69a-5648-b462-5ee66ead3a67,1 bun,GRAM,74.0
876f64ef-2223-5787-a6fa-ab13feb14a2a,,,543be45c-5425-553e-96bd-a862155f4471,100g phần,GRAM,100.0
322dee4d-03ea-5e93-a1b4-4a758f090fe6,,,543be45c-5425-553e-96bd-a862155f4471,1 slice,GRAM,30.0
e826d296-ade2-5754-b57b-02580cb3d8ae,,,e8ec5e9e-404a-5da8-a008-9a3db163a009,100g phần,GRAM,100.0
4ec97856-3aff-5d5d-b93b-3466c166490d,,,e8ec5e9e-404a-5da8-a008-9a3db163a009,1 roll,GRAM,40.0
0437059a-9253-5d86-8bb5-a0b38fc1df9a,,,3ad481d9-365b-5822-b327-f1eb0db08fe2,100g phần,GRAM,100.0
ebc12f09-36b8-506c-ac38-986190c84f93,,,3ad481d9-365b-5822-b327-f1eb0db08fe2,1 bagel,GRAM,105.0
89d5790c-f7c6-58ab-934f-2dc209abf2f7,,,e827e024-ec31-5092-960c-e6858ed947a6,100g phần,GRAM,100.0
